query,tenant,reference_debit_note_number,ogPdi,ogInvoiceId,ogInvoiceNo,correctPdi
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10029 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,106724,IN0723003343,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10030 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,104097,IN0722001431,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10031 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,106920,IN0723002025,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10032 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,105716,IN0723002929,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10033 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,105914,IN0723004230,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10034 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,115716,IN0725002346,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10035 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,115307,IN0725002215,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10036 AND reference_debit_note_number = 'P0224-25A0000565' AND status = 'DISPATCH_READY';",th223,P0224-25A0000565,150030,68618,IN0725000893,150030
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10169 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115319,6110117774,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10170 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115753,6110118196,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10171 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115313,6110117768,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10172 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115094,6110117329,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10173 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115072,6110117326,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10174 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115310,6110117476,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10175 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115750,6110118075,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10176 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115090,6110117324,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10177 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,91312,115752,6110117849,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10178 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,9250,89107,AF-23-3114,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10179 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,97172,BT-24-1293,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10180 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,63018,MYP-24-209803,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10181 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,62507,MYP-24-210980,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10182 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,66112,MYP-24-212806,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10183 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,100291,BT-24-1194,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10184 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,96162,BT-23-1988,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10185 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,100809,BT-23-464,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10186 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,72000,MYP-25-1186,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10187 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,99482,BT-23-2204,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10188 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,72515,MYP-25-1321,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10189 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,65471,MYP-24-212383,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10190 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,98757,BT-23-885,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10191 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,29157,108863,SB-24-16799,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10192 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,68613,MYP-25-744,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10193 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,62625,MYP-24-210955,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10194 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,98984,BT-23-500,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10195 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,101058,BT-23-1266,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10196 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,113334,MYP-25-1345,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10197 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,96769,BT-23-357,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10198 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,96513,BT-23-1989,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10199 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,99416,BT-24-1124,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10200 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,104,89522,BT-21-1902,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10201 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,98448,BT-24-1142,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10202 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,98827,BT-24-1162,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10203 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,65485,MYP-24-212386,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10204 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,7825,107559,SB-24-63593,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10205 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,93849,BT-22-891,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10206 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,1989,67039,MYP-25-321,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10207 AND reference_debit_note_number = 'P0224-25A0000571' AND status = 'DISPATCH_READY';",th223,P0224-25A0000571,13506,99574,BT-23-1355,91312
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10312 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,101887,EML2324/GIS01136,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10313 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,102556,EML2324/GIS01291,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10314 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,102931,EML2324/GIS01888,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10315 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,101926,EML2324/GIS01075,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10316 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,102148,EML2324/GIS01371,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10317 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,103882,EML2425/GIS00382,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10318 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,101906,EML2324/GIS02378,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10319 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,115684,S6-25-510,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10320 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,174669,113697,EMGTSAL476,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10321 AND reference_debit_note_number = 'P0224-25A0000578' AND status = 'DISPATCH_READY';",th223,P0224-25A0000578,13506,100379,BT-24-201,174669
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10343 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,66168,DL0011008601,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10344 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,72372,DL0011002545,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10345 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,115275,DL0011003569,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10346 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,115261,DL0011003575,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10347 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,114284,DL0011002902,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10348 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,70378,DL0011002104,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10349 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,113714,DL0011002845,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10350 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,115274,DL0011003568,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10351 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,114634,DL0011003015,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10352 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,100999,113616,DL0011002766,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10353 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,101004,105666,DL0011007280,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10354 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,101004,104596,DL0011009901,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10355 AND reference_debit_note_number = 'P0224-25A0000581' AND status = 'DISPATCH_READY';",th223,P0224-25A0000581,92631,105641,DL0011005565,100999
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10403 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,31242,116151,SI251402902605,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10404 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,31242,116167,SI251402902231,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10405 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,31242,116159,SI251402902622,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10406 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,112500,SI2341200422,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10407 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,111673,SI2241201549,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10408 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,106479,INV2122JD1836,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10409 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,111681,SI2241201656,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10410 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,113028,SI2341201897,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10411 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,112095,SI2241201998,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10412 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,111620,SI241412900380,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10413 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,111864,SI241412900029,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10414 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,112849,SI241412900773,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10415 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,112998,SI2241202114,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10416 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,109528,SI2241200014,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10417 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,113047,SI241412901118,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10418 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,113032,SI2341202550,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10419 AND reference_debit_note_number = 'PD0224-25A006885' AND status = 'DISPATCH_READY';",th223,PD0224-25A006885,174193,112999,SI2241202180,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10420 AND reference_debit_note_number = 'P0224-25A0000583' AND status = 'DISPATCH_READY';",th223,P0224-25A0000583,31242,116157,SI251402902498,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10421 AND reference_debit_note_number = 'P0224-25A0000583' AND status = 'DISPATCH_READY';",th223,P0224-25A0000583,31242,113968,SI251402902126,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10422 AND reference_debit_note_number = 'P0224-25A0000583' AND status = 'DISPATCH_READY';",th223,P0224-25A0000583,174193,113032,SI2341202550,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10423 AND reference_debit_note_number = 'P0224-25A0000583' AND status = 'DISPATCH_READY';",th223,P0224-25A0000583,174193,111680,SI2341202951,31242
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10430 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,115686,SI2507103125,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10431 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,115692,SI2507103120,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10432 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,113681,SI2507102255,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10433 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,115212,SI2507102934,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10434 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,113462,SI2507102143,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10435 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,72450,SI2507102036,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10436 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,114657,SI2507102489,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10437 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,114814,SI2507102707,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10438 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,115111,SI2507102898,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10439 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,114446,SI2507102440,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10440 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,115199,SI2507102943,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10441 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,64859,SI2407106216,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10442 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,91186,67985,SI2507100996,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10443 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,13506,93606,BT-22-2331,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10444 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,13506,93885,BT-22-1910,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10445 AND reference_debit_note_number = 'P0224-25A0000586' AND status = 'DISPATCH_READY';",th223,P0224-25A0000586,13506,99823,BT-23-1452,91186
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10461 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,113706,ZRKG1941,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10462 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,67687,ZRKG659,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10463 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,113610,ZRKG1861,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10464 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,72415,ZRKG1766,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10465 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,116185,ZRKG2510,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10466 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,113720,ZRKG1945,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10467 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,72557,ZRKG735,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10468 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,115241,ZRKG2403,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10469 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,72431,ZRKG1760,8798
"UPDATE th223.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 10470 AND reference_debit_note_number = 'P0224-25A0000595' AND status = 'DISPATCH_READY';",th223,P0224-25A0000595,8798,72429,ZRKG1767,8798
